timestamp,head,Precipitation,Evapotranspiration,recharge,head_t1
2025-04-28 12:00:00,-1.942,0.0,1.11,-1.11,-0.0040000000000000036
2025-04-28 13:00:00,-1.946,0.0,0.99,-0.99,-0.0040000000000000036
2025-04-28 14:00:00,-1.948,0.0,0.87,-0.87,-0.0020000000000000018
2025-04-28 15:00:00,-1.947,0.0,0.68,-0.68,0.0009999999999998899
2025-04-28 16:00:00,-1.941,0.0,0.45,-0.45,0.006000000000000005
2025-04-28 17:00:00,-1.941,0.0,0.19,-0.19,0.0
2025-04-28 18:00:00,-1.943,0.0,0.05,-0.05,-0.0020000000000000018
2025-04-28 19:00:00,-1.942,0.0,0.0,0.0,0.001000000000000112
2025-04-28 20:00:00,-1.94,0.0,0.0,0.0,0.0020000000000000018
2025-04-28 21:00:00,-1.946,0.0,0.0,0.0,-0.006000000000000005
2025-04-28 22:00:00,-1.948,0.0,0.0,0.0,-0.0020000000000000018
2025-04-28 23:00:00,-1.941,0.0,0.0,0.0,0.006999999999999895
2025-04-29 00:00:00,-1.942,0.0,0.0,0.0,-0.0009999999999998899
2025-04-29 01:00:00,-1.944,0.0,0.0,0.0,-0.0020000000000000018
2025-04-29 02:00:00,-1.944,0.0,0.0,0.0,0.0
2025-04-29 03:00:00,-1.945,0.0,0.0,0.0,-0.001000000000000112
2025-04-29 04:00:00,-1.94,0.0,0.02,-0.02,0.0050000000000001155
2025-04-29 05:00:00,-1.943,0.0,0.17,-0.17,-0.0030000000000001137
2025-04-29 06:00:00,-1.939,0.0,0.41,-0.41,0.0040000000000000036
2025-04-29 07:00:00,-1.937,0.0,0.61,-0.61,0.0020000000000000018
2025-04-29 08:00:00,-1.942,0.0,0.81,-0.81,-0.004999999999999893
2025-04-29 09:00:00,-1.949,0.0,0.98,-0.98,-0.007000000000000117
2025-04-29 10:00:00,-1.94,0.0,1.08,-1.08,0.009000000000000119
2025-04-29 11:00:00,-1.951,0.0,1.1,-1.1,-0.01100000000000012
2025-04-29 12:00:00,-1.951,0.0,1.08,-1.08,0.0
2025-04-29 13:00:00,-1.953,0.0,1.0,-1.0,-0.0020000000000000018
2025-04-29 14:00:00,-1.955,0.0,0.87,-0.87,-0.0020000000000000018
2025-04-29 15:00:00,-1.959,0.0,0.67,-0.67,-0.0040000000000000036
2025-04-29 16:00:00,-1.953,0.0,0.46,-0.46,0.006000000000000005
2025-04-29 17:00:00,-1.958,0.0,0.23,-0.23,-0.004999999999999893
2025-04-29 18:00:00,-1.951,0.0,0.05,-0.05,0.006999999999999895
2025-04-29 19:00:00,-1.948,0.0,0.0,0.0,0.0030000000000001137
2025-04-29 20:00:00,-1.95,0.0,0.0,0.0,-0.0020000000000000018
2025-04-29 21:00:00,-1.946,0.0,0.0,0.0,0.0040000000000000036
2025-04-29 22:00:00,-1.943,0.0,0.0,0.0,0.0029999999999998916
2025-04-29 23:00:00,-1.942,0.0,0.0,0.0,0.001000000000000112
2025-04-30 00:00:00,-1.944,0.0,0.0,0.0,-0.0020000000000000018
2025-04-30 01:00:00,-1.945,0.0,0.0,0.0,-0.001000000000000112
2025-04-30 02:00:00,-1.942,0.0,0.0,0.0,0.0030000000000001137
2025-04-30 03:00:00,-1.937,0.0,0.0,0.0,0.004999999999999893
2025-04-30 04:00:00,-1.938,0.0,0.05,-0.05,-0.0009999999999998899
2025-04-30 05:00:00,-1.938,0.0,0.21,-0.21,0.0
2025-04-30 06:00:00,-1.939,0.0,0.46,-0.46,-0.001000000000000112
2025-04-30 07:00:00,-1.935,0.0,0.71,-0.71,0.0040000000000000036
2025-04-30 08:00:00,-1.936,0.0,0.94,-0.94,-0.0009999999999998899
2025-04-30 09:00:00,-1.937,0.0,1.09,-1.09,-0.001000000000000112
2025-04-30 10:00:00,-1.943,0.0,1.21,-1.21,-0.006000000000000005
2025-04-30 11:00:00,-1.938,0.0,1.26,-1.26,0.0050000000000001155
2025-04-30 12:00:00,-1.946,0.0,1.22,-1.22,-0.008000000000000007
2025-04-30 13:00:00,-1.943,0.0,1.14,-1.14,0.0029999999999998916
2025-04-30 14:00:00,-1.948,0.0,0.99,-0.99,-0.004999999999999893
2025-04-30 15:00:00,-1.956,0.0,0.77,-0.77,-0.008000000000000007
2025-04-30 16:00:00,-1.951,0.0,0.51,-0.51,0.004999999999999893
2025-04-30 17:00:00,-1.955,0.0,0.28,-0.28,-0.0040000000000000036
2025-04-30 18:00:00,-1.948,0.0,0.06,-0.06,0.007000000000000117
2025-04-30 19:00:00,-1.947,0.0,0.0,0.0,0.0009999999999998899
2025-04-30 20:00:00,-1.946,0.0,0.0,0.0,0.001000000000000112
2025-04-30 21:00:00,-1.945,0.0,0.0,0.0,0.0009999999999998899
2025-04-30 22:00:00,-1.944,0.0,0.0,0.0,0.001000000000000112
2025-04-30 23:00:00,-1.944,0.0,0.0,0.0,0.0
2025-05-01 00:00:00,-1.945,0.0,0.0,0.0,-0.001000000000000112
2025-05-01 01:00:00,-1.934,0.0,0.0,0.0,0.01100000000000012
2025-05-01 02:00:00,-1.936,0.0,0.0,0.0,-0.0020000000000000018
2025-05-01 03:00:00,-1.938,0.0,0.0,0.0,-0.0020000000000000018
2025-05-01 04:00:00,-1.936,0.0,0.05,-0.05,0.0020000000000000018
2025-05-01 05:00:00,-1.933,0.0,0.27,-0.27,0.0029999999999998916
2025-05-01 06:00:00,-1.931,0.0,0.54,-0.54,0.0020000000000000018
2025-05-01 07:00:00,-1.93,0.0,0.83,-0.83,0.001000000000000112
2025-05-01 08:00:00,-1.934,0.0,1.09,-1.09,-0.0040000000000000036
2025-05-01 09:00:00,-1.936,0.0,1.3,-1.3,-0.0020000000000000018
2025-05-01 10:00:00,-1.939,0.0,1.44,-1.44,-0.0030000000000001137
2025-05-01 11:00:00,-1.937,0.0,1.49,-1.49,0.0020000000000000018
2025-05-01 12:00:00,-1.941,0.0,1.44,-1.44,-0.0040000000000000036
2025-05-01 13:00:00,-1.939,0.0,1.31,-1.31,0.0020000000000000018
2025-05-01 14:00:00,-1.944,0.0,1.0,-1.0,-0.004999999999999893
2025-05-01 15:00:00,-1.949,0.0,0.72,-0.72,-0.0050000000000001155
2025-05-01 16:00:00,-1.948,0.0,0.58,-0.58,0.001000000000000112
2025-05-01 17:00:00,-1.945,0.0,0.19,-0.19,0.0029999999999998916
2025-05-01 18:00:00,-1.946,0.0,0.06,-0.06,-0.0009999999999998899
2025-05-01 19:00:00,-1.939,0.0,0.0,0.0,0.006999999999999895
2025-05-01 20:00:00,-1.939,0.0,0.0,0.0,0.0
2025-05-01 21:00:00,-1.937,0.0,0.0,0.0,0.0020000000000000018
2025-05-01 22:00:00,-1.937,0.0,0.0,0.0,0.0
2025-05-01 23:00:00,-1.939,0.0,0.0,0.0,-0.0020000000000000018
2025-05-02 00:00:00,-1.938,0.0,0.0,0.0,0.001000000000000112
2025-05-02 01:00:00,-1.935,0.0,0.0,0.0,0.0029999999999998916
2025-05-02 02:00:00,-1.934,0.0,0.0,0.0,0.001000000000000112
2025-05-02 03:00:00,-1.934,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-1.933,0.0,0.04,-0.04,0.0009999999999998899
2025-05-02 05:00:00,-1.934,0.0,0.25,-0.25,-0.0009999999999998899
2025-05-02 06:00:00,-1.934,0.0,0.37,-0.37,0.0
2025-05-02 07:00:00,-1.934,0.1,0.44,-0.33999999999999997,0.0
2025-05-02 08:00:00,-1.932,0.005,0.74,-0.735,0.0020000000000000018
2025-05-02 09:00:00,-1.934,0.0,0.77,-0.77,-0.0020000000000000018
2025-05-02 10:00:00,-1.935,0.0,0.75,-0.75,-0.001000000000000112
2025-05-02 11:00:00,-1.931,0.005,0.57,-0.565,0.0040000000000000036
2025-05-02 12:00:00,-1.933,0.0,1.34,-1.34,-0.0020000000000000018
2025-05-02 13:00:00,-1.934,0.0,1.24,-1.24,-0.0009999999999998899
2025-05-02 14:00:00,-1.944,0.0,1.06,-1.06,-0.010000000000000009
2025-05-02 15:00:00,-1.946,0.0,0.83,-0.83,-0.0020000000000000018
2025-05-02 16:00:00,-1.943,0.0,0.55,-0.55,0.0029999999999998916
2025-05-02 17:00:00,-1.944,0.0,0.27,-0.27,-0.0009999999999998899
2025-05-02 18:00:00,-1.941,0.0,0.06,-0.06,0.0029999999999998916
2025-05-02 19:00:00,-1.95,0.0,0.0,0.0,-0.008999999999999897
2025-05-02 20:00:00,-1.944,0.0,0.0,0.0,0.006000000000000005
2025-05-02 21:00:00,-1.94,0.0,0.0,0.0,0.0040000000000000036
2025-05-02 22:00:00,-1.936,0.0,0.0,0.0,0.0040000000000000036
2025-05-02 23:00:00,-1.938,0.0,0.0,0.0,-0.0020000000000000018
2025-05-03 00:00:00,-1.935,0.0,0.0,0.0,0.0029999999999998916
2025-05-03 01:00:00,-1.937,0.0,0.0,0.0,-0.0020000000000000018
2025-05-03 02:00:00,-1.936,0.0,0.0,0.0,0.001000000000000112
2025-05-03 03:00:00,-1.93,0.0,0.0,0.0,0.006000000000000005
2025-05-03 04:00:00,-1.936,0.0,0.04,-0.04,-0.006000000000000005
2025-05-03 05:00:00,-1.934,0.0,0.13,-0.13,0.0020000000000000018
2025-05-03 06:00:00,-1.93,0.0,0.25,-0.25,0.0040000000000000036
2025-05-03 07:00:00,-1.935,0.0,0.63,-0.63,-0.0050000000000001155
2025-05-03 08:00:00,-1.927,0.0,0.8,-0.8,0.008000000000000007
2025-05-03 09:00:00,-1.936,0.0,0.61,-0.61,-0.008999999999999897
2025-05-03 10:00:00,-1.932,0.0,0.63,-0.63,0.0040000000000000036
2025-05-03 11:00:00,-1.932,0.0,1.04,-1.04,0.0
2025-05-03 12:00:00,-1.941,0.0,1.15,-1.15,-0.009000000000000119
2025-05-03 13:00:00,-1.946,0.0,1.0,-1.0,-0.004999999999999893
2025-05-03 14:00:00,-1.943,0.0,0.61,-0.61,0.0029999999999998916
2025-05-03 15:00:00,-1.946,0.0,0.33,-0.33,-0.0029999999999998916
2025-05-03 16:00:00,-1.945,0.0,0.23,-0.23,0.0009999999999998899
2025-05-03 17:00:00,-1.945,0.0,0.12,-0.12,0.0
2025-05-03 18:00:00,-1.948,0.0,0.07,-0.07,-0.0029999999999998916
2025-05-03 19:00:00,-1.941,0.0,0.0,0.0,0.006999999999999895
2025-05-03 20:00:00,-1.936,0.005,0.0,0.005,0.0050000000000001155
2025-05-03 21:00:00,-1.938,0.0,0.0,0.0,-0.0020000000000000018
2025-05-03 22:00:00,-1.939,0.0,0.0,0.0,-0.001000000000000112
2025-05-03 23:00:00,-1.938,0.0,0.0,0.0,0.001000000000000112
2025-05-04 00:00:00,-1.937,0.0,0.0,0.0,0.0009999999999998899
2025-05-04 01:00:00,-1.939,0.0,0.0,0.0,-0.0020000000000000018
2025-05-04 02:00:00,-1.938,0.005,0.0,0.005,0.001000000000000112
2025-05-04 03:00:00,-1.939,0.005,0.0,0.005,-0.001000000000000112
2025-05-04 04:00:00,-1.935,0.005,0.03,-0.024999999999999998,0.0040000000000000036
2025-05-04 05:00:00,-1.94,0.0,0.29,-0.29,-0.004999999999999893
2025-05-04 06:00:00,-1.933,0.0,0.44,-0.44,0.006999999999999895
2025-05-04 07:00:00,-1.937,0.005,0.56,-0.555,-0.0040000000000000036
2025-05-04 08:00:00,-1.939,0.0,0.53,-0.53,-0.0020000000000000018
2025-05-04 09:00:00,-1.94,0.0,0.45,-0.45,-0.0009999999999998899
2025-05-04 10:00:00,-1.946,0.005,0.58,-0.575,-0.006000000000000005
2025-05-04 11:00:00,-1.944,0.005,0.52,-0.515,0.0020000000000000018
2025-05-04 12:00:00,-1.945,0.0,0.6,-0.6,-0.001000000000000112
2025-05-04 13:00:00,-1.946,0.0,0.76,-0.76,-0.0009999999999998899
2025-05-04 14:00:00,-1.956,0.005,0.7,-0.695,-0.010000000000000009
2025-05-04 15:00:00,-1.953,0.0,0.5,-0.5,0.0029999999999998916
2025-05-04 16:00:00,-1.953,0.0,0.27,-0.27,0.0
2025-05-04 17:00:00,-1.957,0.0,0.2,-0.2,-0.0040000000000000036
2025-05-04 18:00:00,-1.955,0.005,0.08,-0.075,0.0020000000000000018
2025-05-04 19:00:00,-1.952,0.0,0.0,0.0,0.0030000000000001137
2025-05-04 20:00:00,-1.954,0.0,0.0,0.0,-0.0020000000000000018
2025-05-04 21:00:00,-1.947,0.0,0.0,0.0,0.006999999999999895
2025-05-04 22:00:00,-1.946,0.0,0.0,0.0,0.001000000000000112
2025-05-04 23:00:00,-1.945,0.0,0.0,0.0,0.0009999999999998899
2025-05-05 00:00:00,-1.945,0.0,0.0,0.0,0.0
2025-05-05 01:00:00,-1.944,0.0,0.0,0.0,0.001000000000000112
2025-05-05 02:00:00,-1.942,0.0,0.0,0.0,0.0020000000000000018
2025-05-05 03:00:00,-1.949,0.0,0.0,0.0,-0.007000000000000117
2025-05-05 04:00:00,-1.946,0.0,0.02,-0.02,0.0030000000000001137
2025-05-05 05:00:00,-1.942,0.0,0.08,-0.08,0.0040000000000000036
2025-05-05 06:00:00,-1.948,0.005,0.1,-0.095,-0.006000000000000005
2025-05-05 07:00:00,-1.945,0.1,0.43,-0.32999999999999996,0.0029999999999998916
2025-05-05 08:00:00,-1.947,0.0,0.62,-0.62,-0.0020000000000000018
2025-05-05 09:00:00,-1.953,0.0,0.67,-0.67,-0.006000000000000005
2025-05-05 10:00:00,-1.953,0.0,0.9,-0.9,0.0
2025-05-05 11:00:00,-1.961,0.0,0.91,-0.91,-0.008000000000000007
2025-05-05 12:00:00,-1.964,0.0,0.8,-0.8,-0.0029999999999998916
2025-05-05 13:00:00,-1.968,0.0,0.62,-0.62,-0.0040000000000000036
2025-05-05 14:00:00,-1.966,0.0,0.62,-0.62,0.0020000000000000018
2025-05-05 15:00:00,-1.972,0.0,0.57,-0.57,-0.006000000000000005
2025-05-05 16:00:00,-1.967,0.0,0.4,-0.4,0.004999999999999893
2025-05-05 17:00:00,-1.974,0.0,0.22,-0.22,-0.006999999999999895
2025-05-05 18:00:00,-1.971,0.0,0.06,-0.06,0.0029999999999998916
2025-05-05 19:00:00,-1.968,0.0,0.0,0.0,0.0030000000000001137
2025-05-05 20:00:00,-1.966,0.0,0.0,0.0,0.0020000000000000018
2025-05-05 21:00:00,-1.96,0.0,0.0,0.0,0.006000000000000005
2025-05-05 22:00:00,-1.963,0.0,0.0,0.0,-0.0030000000000001137
2025-05-05 23:00:00,-1.958,0.0,0.0,0.0,0.0050000000000001155
2025-05-06 00:00:00,-1.956,0.0,0.0,0.0,0.0020000000000000018
2025-05-06 01:00:00,-1.955,0.0,0.0,0.0,0.0009999999999998899
2025-05-06 02:00:00,-1.957,0.0,0.0,0.0,-0.0020000000000000018
2025-05-06 03:00:00,-1.951,0.0,0.0,0.0,0.006000000000000005
2025-05-06 04:00:00,-1.943,0.0,0.04,-0.04,0.008000000000000007
2025-05-06 05:00:00,-1.954,0.0,0.25,-0.25,-0.010999999999999899
2025-05-06 06:00:00,-1.947,0.0,0.4,-0.4,0.006999999999999895
2025-05-06 07:00:00,-1.949,0.0,0.59,-0.59,-0.0020000000000000018
2025-05-06 08:00:00,-1.947,0.0,0.89,-0.89,0.0020000000000000018
2025-05-06 09:00:00,-1.946,0.005,0.72,-0.715,0.001000000000000112
2025-05-06 10:00:00,-1.952,0.005,0.79,-0.785,-0.006000000000000005
2025-05-06 11:00:00,-1.951,0.005,0.79,-0.785,0.0009999999999998899
2025-05-06 12:00:00,-1.951,0.0,0.6,-0.6,0.0
2025-05-06 13:00:00,-1.954,0.0,0.79,-0.79,-0.0029999999999998916
2025-05-06 14:00:00,-1.959,0.0,0.35,-0.35,-0.0050000000000001155
2025-05-06 15:00:00,-1.959,0.0,0.33,-0.33,0.0
2025-05-06 16:00:00,-1.962,0.0,0.19,-0.19,-0.0029999999999998916
2025-05-06 17:00:00,-1.96,0.0,0.1,-0.1,0.0020000000000000018
2025-05-06 18:00:00,-1.958,0.0,0.03,-0.03,0.0020000000000000018
2025-05-06 19:00:00,-1.961,0.0,0.0,0.0,-0.0030000000000001137
2025-05-06 20:00:00,-1.96,0.0,0.0,0.0,0.001000000000000112
2025-05-06 21:00:00,-1.954,0.0,0.0,0.0,0.006000000000000005
2025-05-06 22:00:00,-1.955,0.0,0.0,0.0,-0.001000000000000112
2025-05-06 23:00:00,-1.953,0.0,0.0,0.0,0.0020000000000000018
2025-05-07 00:00:00,-1.956,0.0,0.0,0.0,-0.0029999999999998916
2025-05-07 01:00:00,-1.955,0.0,0.0,0.0,0.0009999999999998899
2025-05-07 02:00:00,-1.955,0.0,0.0,0.0,0.0
2025-05-07 03:00:00,-1.957,0.0,0.0,0.0,-0.0020000000000000018
2025-05-07 04:00:00,-1.959,0.0,0.03,-0.03,-0.0020000000000000018
2025-05-07 05:00:00,-1.959,0.0,0.12,-0.12,0.0
2025-05-07 06:00:00,-1.957,0.0,0.23,-0.23,0.0020000000000000018
2025-05-07 07:00:00,-1.955,0.0,0.28,-0.28,0.0020000000000000018
2025-05-07 08:00:00,-1.957,0.0,0.61,-0.61,-0.0020000000000000018
2025-05-07 09:00:00,-1.958,0.0,0.75,-0.75,-0.0009999999999998899
2025-05-07 10:00:00,-1.961,0.0,1.01,-1.01,-0.0030000000000001137
2025-05-07 11:00:00,-1.964,0.0,0.92,-0.92,-0.0029999999999998916
2025-05-07 12:00:00,-1.969,0.0,0.76,-0.76,-0.0050000000000001155
2025-05-07 13:00:00,-1.972,0.0,0.76,-0.76,-0.0029999999999998916
2025-05-07 14:00:00,-1.97,0.0,0.78,-0.78,0.0020000000000000018
2025-05-07 15:00:00,-1.974,0.0,0.42,-0.42,-0.0040000000000000036
2025-05-07 16:00:00,-1.976,0.0,0.27,-0.27,-0.0020000000000000018
2025-05-07 17:00:00,-1.98,0.0,0.26,-0.26,-0.0040000000000000036
2025-05-07 18:00:00,-1.972,0.0,0.08,-0.08,0.008000000000000007
2025-05-07 19:00:00,-1.97,0.0,0.0,0.0,0.0020000000000000018
2025-05-07 20:00:00,-1.97,0.0,0.0,0.0,0.0
2025-05-07 21:00:00,-1.974,0.0,0.0,0.0,-0.0040000000000000036
2025-05-07 22:00:00,-1.973,0.0,0.0,0.0,0.0009999999999998899
2025-05-07 23:00:00,-1.967,0.0,0.0,0.0,0.006000000000000005
2025-05-08 00:00:00,-1.966,0.0,0.0,0.0,0.001000000000000112
2025-05-08 01:00:00,-1.963,0.0,0.0,0.0,0.0029999999999998916
2025-05-08 02:00:00,-1.966,0.0,0.0,0.0,-0.0029999999999998916
2025-05-08 03:00:00,-1.958,0.0,0.0,0.0,0.008000000000000007
2025-05-08 04:00:00,-1.959,0.0,0.06,-0.06,-0.001000000000000112
2025-05-08 05:00:00,-1.961,0.0,0.21,-0.21,-0.0020000000000000018
2025-05-08 06:00:00,-1.959,0.0,0.48,-0.48,0.0020000000000000018
2025-05-08 07:00:00,-1.957,0.0,0.65,-0.65,0.0020000000000000018
2025-05-08 08:00:00,-1.959,0.0,0.88,-0.88,-0.0020000000000000018
2025-05-08 09:00:00,-1.959,0.0,1.05,-1.05,0.0
2025-05-08 10:00:00,-1.964,0.0,0.75,-0.75,-0.004999999999999893
2025-05-08 11:00:00,-1.969,0.0,1.24,-1.24,-0.0050000000000001155
2025-05-08 12:00:00,-1.973,0.0,1.19,-1.19,-0.0040000000000000036
2025-05-08 13:00:00,-1.981,0.0,0.95,-0.95,-0.008000000000000007
2025-05-08 14:00:00,-1.982,0.0,0.69,-0.69,-0.0009999999999998899
2025-05-08 15:00:00,-1.985,0.0,0.7,-0.7,-0.0030000000000001137
2025-05-08 16:00:00,-1.982,0.0,0.26,-0.26,0.0030000000000001137
2025-05-08 17:00:00,-1.982,0.0,0.17,-0.17,0.0
2025-05-08 18:00:00,-1.987,0.0,0.07,-0.07,-0.0050000000000001155
2025-05-08 19:00:00,-1.985,0.0,0.0,0.0,0.0020000000000000018
2025-05-08 20:00:00,-1.979,0.0,0.0,0.0,0.006000000000000005
2025-05-08 21:00:00,-1.978,0.0,0.0,0.0,0.001000000000000112
2025-05-08 22:00:00,-1.978,0.0,0.0,0.0,0.0
2025-05-08 23:00:00,-1.979,0.0,0.0,0.0,-0.001000000000000112
2025-05-09 00:00:00,-1.976,0.0,0.0,0.0,0.0030000000000001137
2025-05-09 01:00:00,-1.975,0.0,0.0,0.0,0.0009999999999998899
2025-05-09 02:00:00,-1.972,0.0,0.0,0.0,0.0030000000000001137
2025-05-09 03:00:00,-1.973,0.0,0.0,0.0,-0.001000000000000112
2025-05-09 04:00:00,-1.968,0.0,0.07,-0.07,0.0050000000000001155
2025-05-09 05:00:00,-1.976,0.0,0.25,-0.25,-0.008000000000000007
2025-05-09 06:00:00,-1.974,0.0,0.45,-0.45,0.0020000000000000018
2025-05-09 07:00:00,-1.971,0.0,0.66,-0.66,0.0029999999999998916
2025-05-09 08:00:00,-1.977,0.0,0.86,-0.86,-0.006000000000000005
2025-05-09 09:00:00,-1.976,0.0,1.03,-1.03,0.001000000000000112
2025-05-09 10:00:00,-1.98,0.0,1.06,-1.06,-0.0040000000000000036
2025-05-09 11:00:00,-1.985,0.0,0.97,-0.97,-0.0050000000000001155
2025-05-09 12:00:00,-1.992,0.0,0.94,-0.94,-0.006999999999999895
2025-05-09 13:00:00,-1.994,0.0,1.03,-1.03,-0.0020000000000000018
2025-05-09 14:00:00,-1.997,0.0,0.89,-0.89,-0.0030000000000001137
2025-05-09 15:00:00,-2.001,0.0,0.7,-0.7,-0.0039999999999997815
2025-05-09 16:00:00,-2.0,0.0,0.49,-0.49,0.0009999999999998899
2025-05-09 17:00:00,-2.005,0.0,0.28,-0.28,-0.004999999999999893
2025-05-09 18:00:00,-2.005,0.0,0.09,-0.09,0.0
2025-05-09 19:00:00,-2.005,0.0,0.0,0.0,0.0
2025-05-09 20:00:00,-2.001,0.0,0.0,0.0,0.0040000000000000036
2025-05-09 21:00:00,-1.998,0.0,0.0,0.0,0.0029999999999998916
2025-05-09 22:00:00,-1.994,0.0,0.0,0.0,0.0040000000000000036
2025-05-09 23:00:00,-1.994,0.0,0.0,0.0,0.0
2025-05-10 00:00:00,-1.991,0.0,0.0,0.0,0.0029999999999998916
2025-05-10 01:00:00,-1.989,0.0,0.0,0.0,0.0020000000000000018
2025-05-10 02:00:00,-1.987,0.0,0.0,0.0,0.0020000000000000018
2025-05-10 03:00:00,-1.98,0.0,0.0,0.0,0.007000000000000117
2025-05-10 04:00:00,-1.984,0.0,0.07,-0.07,-0.0040000000000000036
2025-05-10 05:00:00,-1.979,0.0,0.26,-0.26,0.004999999999999893
2025-05-10 06:00:00,-1.981,0.0,0.49,-0.49,-0.0020000000000000018
2025-05-10 07:00:00,-1.975,0.0,0.73,-0.73,0.006000000000000005
2025-05-10 08:00:00,-1.987,0.0,0.93,-0.93,-0.01200000000000001
2025-05-10 09:00:00,-1.982,0.0,1.1,-1.1,0.0050000000000001155
2025-05-10 10:00:00,-1.989,0.0,1.21,-1.21,-0.007000000000000117
2025-05-10 11:00:00,-1.998,0.0,1.25,-1.25,-0.008999999999999897
2025-05-10 12:00:00,-2.005,0.0,1.22,-1.22,-0.006999999999999895
2025-05-10 13:00:00,-2.014,0.0,1.13,-1.13,-0.008999999999999897
2025-05-10 14:00:00,-2.013,0.0,0.97,-0.97,0.0009999999999998899
2025-05-10 15:00:00,-2.017,0.0,0.8,-0.8,-0.0040000000000000036
2025-05-10 16:00:00,-2.018,0.0,0.54,-0.54,-0.0009999999999998899
2025-05-10 17:00:00,-2.024,0.0,0.31,-0.31,-0.006000000000000227
2025-05-10 18:00:00,-2.019,0.0,0.1,-0.1,0.004999999999999893
2025-05-10 19:00:00,-2.023,0.0,0.0,0.0,-0.0040000000000000036
2025-05-10 20:00:00,-2.016,0.0,0.0,0.0,0.007000000000000117
2025-05-10 21:00:00,-2.01,0.0,0.0,0.0,0.006000000000000227
2025-05-10 22:00:00,-2.01,0.0,0.0,0.0,0.0
2025-05-10 23:00:00,-2.009,0.0,0.0,0.0,0.0009999999999998899
2025-05-11 00:00:00,-2.004,0.0,0.0,0.0,0.004999999999999893
2025-05-11 01:00:00,-2.005,0.0,0.0,0.0,-0.0009999999999998899
2025-05-11 02:00:00,-2.0,0.0,0.0,0.0,0.004999999999999893
2025-05-11 03:00:00,-1.999,0.0,0.0,0.0,0.0009999999999998899
2025-05-11 04:00:00,-1.996,0.0,0.08,-0.08,0.0030000000000001137
2025-05-11 05:00:00,-1.991,0.0,0.28,-0.28,0.004999999999999893
2025-05-11 06:00:00,-1.992,0.0,0.52,-0.52,-0.0009999999999998899
2025-05-11 07:00:00,-1.982,0.0,0.77,-0.77,0.010000000000000009
2025-05-11 08:00:00,-1.987,0.0,0.98,-0.98,-0.0050000000000001155
2025-05-11 09:00:00,-1.992,0.0,1.16,-1.16,-0.004999999999999893
2025-05-11 10:00:00,-1.997,0.0,1.27,-1.27,-0.0050000000000001155
2025-05-11 11:00:00,-2.009,0.0,1.31,-1.31,-0.011999999999999789
2025-05-11 12:00:00,-2.012,0.0,1.27,-1.27,-0.0030000000000001137
2025-05-11 13:00:00,-2.015,0.0,1.18,-1.18,-0.0030000000000001137
2025-05-11 14:00:00,-2.02,0.0,1.02,-1.02,-0.004999999999999893
2025-05-11 15:00:00,-2.024,0.0,0.81,-0.81,-0.0040000000000000036
2025-05-11 16:00:00,-2.023,0.0,0.57,-0.57,0.0009999999999998899
2025-05-11 17:00:00,-2.024,0.0,0.32,-0.32,-0.0009999999999998899
2025-05-11 18:00:00,-2.029,0.0,0.11,-0.11,-0.004999999999999893
2025-05-11 19:00:00,-2.021,0.0,0.0,0.0,0.008000000000000007
2025-05-11 20:00:00,-2.019,0.0,0.0,0.0,0.0019999999999997797
2025-05-11 21:00:00,-2.012,0.0,0.0,0.0,0.007000000000000117
2025-05-11 22:00:00,-2.014,0.0,0.0,0.0,-0.0019999999999997797
2025-05-11 23:00:00,-2.009,0.0,0.0,0.0,0.004999999999999893
2025-05-12 00:00:00,-2.005,0.0,0.0,0.0,0.0040000000000000036
2025-05-12 01:00:00,-2.003,0.0,0.0,0.0,0.0019999999999997797
2025-05-12 02:00:00,-2.0,0.0,0.0,0.0,0.0030000000000001137
2025-05-12 03:00:00,-1.997,0.0,0.0,0.0,0.0029999999999998916
2025-05-12 04:00:00,-1.993,0.0,0.08,-0.08,0.0040000000000000036
2025-05-12 05:00:00,-1.992,0.0,0.27,-0.27,0.001000000000000112
2025-05-12 06:00:00,-1.988,0.0,0.5,-0.5,0.0040000000000000036
2025-05-12 07:00:00,-1.988,0.0,0.74,-0.74,0.0
2025-05-12 08:00:00,-1.994,0.0,0.95,-0.95,-0.006000000000000005
2025-05-12 09:00:00,-1.995,0.0,1.11,-1.11,-0.001000000000000112
2025-05-12 10:00:00,-1.996,0.0,1.22,-1.22,-0.0009999999999998899
2025-05-12 11:00:00,-2.017,0.0,1.25,-1.25,-0.020999999999999908
2025-05-12 12:00:00,-2.018,0.0,1.23,-1.23,-0.0009999999999998899
2025-05-12 13:00:00,-2.029,0.0,1.14,-1.14,-0.01100000000000012
2025-05-12 14:00:00,-2.033,0.0,0.99,-0.99,-0.0040000000000000036
2025-05-12 15:00:00,-2.035,0.0,0.79,-0.79,-0.002000000000000224
2025-05-12 16:00:00,-2.04,0.0,0.56,-0.56,-0.004999999999999893
2025-05-12 17:00:00,-2.042,0.0,0.32,-0.32,-0.0019999999999997797
2025-05-12 18:00:00,-2.041,0.0,0.12,-0.12,0.0009999999999998899
2025-05-12 19:00:00,-2.041,0.0,0.01,-0.01,0.0
2025-05-12 20:00:00,-2.038,0.0,0.0,0.0,0.0030000000000001137
2025-05-12 21:00:00,-2.032,0.0,0.0,0.0,0.005999999999999783
