timestamp,head,Precipitation,Evapotranspiration,recharge,head_t1,outliers_boxplot,jumps_drops
2025-03-14 15:00:00,-2.135,0.0,0.22,-0.22,-0.004,,
2025-03-14 16:00:00,-2.137,0.0,0.1,-0.1,-0.0020000000000002,,
2025-03-14 17:00:00,-2.138,0.0,0.01,-0.01,-0.0009999999999998,,
2025-03-14 18:00:00,-2.144,0.0,0.0,0.0,-0.0060000000000002,,
2025-03-14 19:00:00,-2.146,0.0,0.0,0.0,-0.0019999999999997,,
2025-03-14 20:00:00,-2.151,0.0,0.0,0.0,-0.0049999999999998,,
2025-03-14 21:00:00,-2.15,0.0,0.0,0.0,0.0009999999999998,,
2025-03-14 22:00:00,-2.15,0.0,0.0,0.0,0.0,,
2025-03-14 23:00:00,-2.15,0.0,0.0,0.0,0.0,,
2025-03-15 00:00:00,-2.144,0.0,0.0,0.0,0.0059999999999997,,
2025-03-15 01:00:00,-2.15,0.0,0.0,0.0,-0.0059999999999997,,
2025-03-15 02:00:00,-2.15,0.0,0.0,0.0,0.0,,
2025-03-15 03:00:00,-2.15,0.0,0.0,0.0,0.0,,
2025-03-15 04:00:00,-2.158,0.0,0.0,0.0,-0.008,,
2025-03-15 05:00:00,-2.157,0.0,0.0,0.0,0.0009999999999998,,
2025-03-15 06:00:00,-2.16,0.0,0.04,-0.04,-0.0030000000000001,,
2025-03-15 07:00:00,-2.16,0.0,0.14,-0.14,0.0,,
2025-03-15 08:00:00,-2.153,0.0,0.25,-0.25,0.0070000000000001,,
2025-03-15 09:00:00,-2.15,0.0,0.33,-0.33,0.0030000000000001,,
2025-03-15 10:00:00,-2.15,0.0,0.37,-0.37,0.0,,
2025-03-15 11:00:00,-2.153,0.0,0.42,-0.42,-0.0030000000000001,,
2025-03-15 12:00:00,-2.15,0.0,0.41,-0.41,0.0030000000000001,,
2025-03-15 13:00:00,-2.15,0.0,0.38,-0.38,0.0,,
2025-03-15 14:00:00,-2.15,0.0,0.22,-0.22,0.0,,
2025-03-15 15:00:00,-2.15,0.0,0.19,-0.19,0.0,,
2025-03-15 16:00:00,-2.15,0.0,0.1,-0.1,0.0,,
2025-03-15 17:00:00,-2.16,0.0,0.02,-0.02,-0.0100000000000002,,
2025-03-15 18:00:00,-2.16,0.0,0.0,0.0,0.0,,
2025-03-15 19:00:00,-2.16,0.0,0.0,0.0,0.0,,
2025-03-15 20:00:00,-2.16,0.0,0.0,0.0,0.0,,
2025-03-15 21:00:00,-2.162,0.0,0.0,0.0,-0.0019999999999997,,
2025-03-15 22:00:00,-2.16,0.0,0.0,0.0,0.0019999999999997,,
2025-03-15 23:00:00,-2.16,0.0,0.0,0.0,0.0,,
2025-03-16 00:00:00,-2.151,0.0,0.0,0.0,0.0090000000000003,,
2025-03-16 01:00:00,-2.16,0.0,0.0,0.0,-0.0090000000000003,,
2025-03-16 02:00:00,-2.154,0.0,0.0,0.0,0.0060000000000002,,
2025-03-16 03:00:00,-2.15,0.0,0.0,0.0,0.004,,
2025-03-16 04:00:00,-2.15,0.0,0.0,0.0,0.0,,
2025-03-16 05:00:00,-2.15,0.0,0.0,0.0,0.0,,
2025-03-16 06:00:00,-2.15,0.0,0.14,-0.14,0.0,,
2025-03-16 07:00:00,-2.15,0.0,0.29,-0.29,0.0,,
2025-03-16 08:00:00,-2.15,0.0,0.38,-0.38,0.0,,
2025-03-16 09:00:00,-2.15,0.0,0.49,-0.49,0.0,,
2025-03-16 10:00:00,-2.15,0.0,0.6,-0.6,0.0,,
2025-03-16 11:00:00,-2.145,0.0,0.53,-0.53,0.0049999999999998,,
2025-03-16 12:00:00,-2.144,0.0,0.28,-0.28,0.0009999999999998,,
2025-03-16 13:00:00,-2.15,0.0,0.27,-0.27,-0.0059999999999997,,
2025-03-16 14:00:00,-2.15,0.0,0.2,-0.2,0.0,,
2025-03-16 15:00:00,-2.15,0.0,0.23,-0.23,0.0,,
2025-03-16 16:00:00,-2.148,0.0,0.08,-0.08,0.0019999999999997,,
2025-03-16 17:00:00,-2.151,0.0,0.02,-0.02,-0.0029999999999996,,
2025-03-16 18:00:00,-2.15,0.005,0.0,0.005,0.0009999999999998,,
2025-03-16 19:00:00,-2.15,0.005,0.0,0.005,0.0,,
2025-03-16 20:00:00,-2.145,0.0,0.0,0.0,0.0049999999999998,,
2025-03-16 21:00:00,-2.14,0.0,0.0,0.0,0.0049999999999998,,
2025-03-16 22:00:00,-2.15,0.0,0.0,0.0,-0.0099999999999997,,
2025-03-16 23:00:00,-2.16,0.0,0.0,0.0,-0.0100000000000002,,
2025-03-17 00:00:00,-2.16,0.0,0.0,0.0,0.0,,
2025-03-17 01:00:00,-2.158,0.0,0.0,0.0,0.0020000000000002,,
2025-03-17 02:00:00,-2.16,0.0,0.0,0.0,-0.0020000000000002,,
2025-03-17 03:00:00,-2.16,0.0,0.0,0.0,0.0,,
2025-03-17 04:00:00,-2.153,0.0,0.0,0.0,0.0070000000000001,,
2025-03-17 05:00:00,-2.16,0.0,0.0,0.0,-0.0070000000000001,,
2025-03-17 06:00:00,-2.16,0.0,0.04,-0.04,0.0,,
2025-03-17 07:00:00,-2.16,0.0,0.15,-0.15,0.0,,
2025-03-17 08:00:00,-2.17,0.0,0.3,-0.3,-0.0099999999999997,,
2025-03-17 09:00:00,-2.163,0.0,0.4,-0.4,0.0070000000000001,,
2025-03-17 10:00:00,-2.165,0.0,0.46,-0.46,-0.0020000000000002,,
2025-03-17 11:00:00,-2.17,0.0,0.5,-0.5,-0.0049999999999998,,
2025-03-17 12:00:00,-2.17,0.0,0.53,-0.53,0.0,,
2025-03-17 13:00:00,-2.166,0.0,0.45,-0.45,0.004,,
2025-03-17 14:00:00,-2.17,0.0,0.36,-0.36,-0.004,,
2025-03-17 15:00:00,-2.17,0.0,0.25,-0.25,0.0,,
2025-03-17 16:00:00,-2.163,0.0,0.12,-0.12,0.0070000000000001,,
2025-03-17 17:00:00,-2.16,0.0,0.02,-0.02,0.0029999999999996,,
2025-03-17 18:00:00,-2.16,0.0,0.0,0.0,0.0,,
2025-03-17 19:00:00,-2.17,0.0,0.0,0.0,-0.0099999999999997,,
2025-03-17 20:00:00,-2.16,0.0,0.0,0.0,0.0099999999999997,,
2025-03-17 21:00:00,-2.17,0.0,0.0,0.0,-0.0099999999999997,,
2025-03-17 22:00:00,-2.17,0.0,0.0,0.0,0.0,,
2025-03-17 23:00:00,-2.17,0.0,0.0,0.0,0.0,,
2025-03-18 00:00:00,-2.17,0.0,0.0,0.0,0.0,,
2025-03-18 01:00:00,-2.17,0.0,0.0,0.0,0.0,,
2025-03-18 02:00:00,-2.168,0.0,0.0,0.0,0.0019999999999997,,
2025-03-18 03:00:00,-2.16,0.0,0.0,0.0,0.008,,
2025-03-18 04:00:00,-2.163,0.0,0.0,0.0,-0.0029999999999996,,
2025-03-18 05:00:00,-2.17,0.0,0.0,0.0,-0.0070000000000001,,
2025-03-18 06:00:00,-2.16,0.0,0.07,-0.07,0.0099999999999997,,
2025-03-18 07:00:00,-2.16,0.0,0.2,-0.2,0.0,,
2025-03-18 08:00:00,-2.16,0.0,0.33,-0.33,0.0,,
2025-03-18 09:00:00,-2.163,0.0,0.44,-0.44,-0.0029999999999996,,
2025-03-18 10:00:00,-2.16,0.0,0.52,-0.52,0.0029999999999996,,
2025-03-18 11:00:00,-2.158,0.0,0.55,-0.55,0.0020000000000002,,
2025-03-18 12:00:00,-2.16,0.0,0.55,-0.55,-0.0020000000000002,,
2025-03-18 13:00:00,-2.16,0.0,0.49,-0.49,0.0,,
2025-03-18 14:00:00,-2.15,0.0,0.4,-0.4,0.0100000000000002,,
2025-03-18 15:00:00,-2.15,0.0,0.28,-0.28,0.0,,
2025-03-18 16:00:00,-2.149,0.0,0.15,-0.15,0.0009999999999998,,
2025-03-18 17:00:00,-2.146,0.0,0.03,-0.03,0.0030000000000001,,
2025-03-18 18:00:00,-2.14,0.0,0.0,0.0,0.0059999999999997,,
2025-03-18 19:00:00,-2.142,0.0,0.0,0.0,-0.0019999999999997,,
2025-03-18 20:00:00,-2.14,0.0,0.0,0.0,0.0019999999999997,,
2025-03-18 21:00:00,-2.14,0.0,0.0,0.0,0.0,,
2025-03-18 22:00:00,-2.15,0.0,0.0,0.0,-0.0099999999999997,,
2025-03-18 23:00:00,-2.143,0.0,0.0,0.0,0.0070000000000001,,
2025-03-19 00:00:00,-2.14,0.0,0.0,0.0,0.0029999999999996,,
2025-03-19 01:00:00,-2.145,0.0,0.0,0.0,-0.0049999999999998,,
2025-03-19 02:00:00,-2.144,0.0,0.0,0.0,0.0009999999999998,,
2025-03-19 03:00:00,-2.15,0.0,0.0,0.0,-0.0059999999999997,,
2025-03-19 04:00:00,-2.14,0.0,0.0,0.0,0.0099999999999997,,
2025-03-19 05:00:00,-2.142,0.0,0.0,0.0,-0.0019999999999997,,
2025-03-19 06:00:00,-2.14,0.0,0.08,-0.08,0.0019999999999997,,
2025-03-19 07:00:00,-2.14,0.0,0.24,-0.24,0.0,,
2025-03-19 08:00:00,-2.14,0.0,0.39,-0.39,0.0,,
2025-03-19 09:00:00,-2.145,0.0,0.51,-0.51,-0.0049999999999998,,
2025-03-19 10:00:00,-2.146,0.0,0.59,-0.59,-0.0009999999999998,,
2025-03-19 11:00:00,-2.15,0.0,0.63,-0.63,-0.004,,
2025-03-19 12:00:00,-2.15,0.0,0.62,-0.62,0.0,,
2025-03-19 13:00:00,-2.14,0.0,0.56,-0.56,0.0099999999999997,,
2025-03-19 14:00:00,-2.142,0.0,0.45,-0.45,-0.0019999999999997,,
2025-03-19 15:00:00,-2.14,0.0,0.31,-0.31,0.0019999999999997,,
2025-03-19 16:00:00,-2.14,0.0,0.15,-0.15,0.0,,
2025-03-19 17:00:00,-2.135,0.0,0.02,-0.02,0.0050000000000003,,
2025-03-19 18:00:00,-2.13,0.0,0.0,0.0,0.0049999999999998,,
2025-03-19 19:00:00,-2.14,0.0,0.0,0.0,-0.0100000000000002,,
2025-03-19 20:00:00,-2.13,0.0,0.0,0.0,0.0100000000000002,,
2025-03-19 21:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-19 22:00:00,-2.14,0.0,0.0,0.0,-0.0100000000000002,,
2025-03-19 23:00:00,-2.13,0.0,0.0,0.0,0.0100000000000002,,
2025-03-20 00:00:00,-2.133,0.0,0.0,0.0,-0.0030000000000001,,
2025-03-20 01:00:00,-2.13,0.0,0.0,0.0,0.0030000000000001,,
2025-03-20 02:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-20 03:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-20 04:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-20 05:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-20 06:00:00,-2.13,0.0,0.09,-0.09,0.0,,
2025-03-20 07:00:00,-2.13,0.0,0.27,-0.27,0.0,,
2025-03-20 08:00:00,-2.13,0.0,0.47,-0.47,0.0,,
2025-03-20 09:00:00,-2.13,0.0,0.74,-0.74,0.0,,
2025-03-20 10:00:00,-2.133,0.0,0.74,-0.74,-0.0030000000000001,,
2025-03-20 11:00:00,-2.13,0.0,0.75,-0.75,0.0030000000000001,,
2025-03-20 12:00:00,-2.131,0.0,0.75,-0.75,-0.0009999999999998,,
2025-03-20 13:00:00,-2.13,0.0,0.67,-0.67,0.0009999999999998,,
2025-03-20 14:00:00,-2.128,0.0,0.55,-0.55,0.0019999999999997,,
2025-03-20 15:00:00,-2.13,0.0,0.38,-0.38,-0.0019999999999997,,
2025-03-20 16:00:00,-2.13,0.0,0.19,-0.19,0.0,,
2025-03-20 17:00:00,-2.13,0.0,0.02,-0.02,0.0,,
2025-03-20 18:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-20 19:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-20 20:00:00,-2.129,0.0,0.0,0.0,0.0009999999999998,,
2025-03-20 21:00:00,-2.13,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-20 22:00:00,-2.127,0.0,0.0,0.0,0.0030000000000001,,
2025-03-20 23:00:00,-2.124,0.0,0.0,0.0,0.0029999999999996,,
2025-03-21 00:00:00,-2.123,0.0,0.0,0.0,0.0009999999999998,,
2025-03-21 01:00:00,-2.123,0.0,0.0,0.0,0.0,,
2025-03-21 02:00:00,-2.122,0.0,0.0,0.0,0.0010000000000003,,
2025-03-21 03:00:00,-2.12,0.0,0.0,0.0,0.0019999999999997,,
2025-03-21 04:00:00,-2.12,0.0,0.0,0.0,0.0,,
2025-03-21 05:00:00,-2.12,0.0,0.01,-0.01,0.0,,
2025-03-21 06:00:00,-2.12,0.0,0.15,-0.15,0.0,,
2025-03-21 07:00:00,-2.115,0.0,0.28,-0.28,0.0049999999999998,,
2025-03-21 08:00:00,-2.12,0.0,0.44,-0.44,-0.0049999999999998,,
2025-03-21 09:00:00,-2.11,0.0,0.73,-0.73,0.0100000000000002,,
2025-03-21 10:00:00,-2.11,0.0,0.85,-0.85,0.0,,
2025-03-21 11:00:00,-2.108,0.0,0.92,-0.92,0.0019999999999997,,
2025-03-21 12:00:00,-2.1,0.0,0.88,-0.88,0.008,,
2025-03-21 13:00:00,-2.1,0.0,0.8,-0.8,0.0,,
2025-03-21 14:00:00,-2.1,0.0,0.63,-0.63,0.0,,
2025-03-21 15:00:00,-2.094,0.0,0.36,-0.36,0.0060000000000002,,
2025-03-21 16:00:00,-2.091,0.0,0.14,-0.14,0.0029999999999996,,
2025-03-21 17:00:00,-2.09,0.0,0.03,-0.03,0.0010000000000003,,
2025-03-21 18:00:00,-2.09,0.0,0.0,0.0,0.0,,
2025-03-21 19:00:00,-2.093,0.0,0.0,0.0,-0.0030000000000001,,
2025-03-21 20:00:00,-2.092,0.0,0.0,0.0,0.0009999999999998,,
2025-03-21 21:00:00,-2.092,0.0,0.0,0.0,0.0,,
2025-03-21 22:00:00,-2.09,0.0,0.0,0.0,0.0020000000000002,,
2025-03-21 23:00:00,-2.09,0.0,0.0,0.0,0.0,,
2025-03-22 00:00:00,-2.09,0.0,0.0,0.0,0.0,,
2025-03-22 01:00:00,-2.08,0.0,0.0,0.0,0.0099999999999997,,
2025-03-22 02:00:00,-2.086,0.0,0.0,0.0,-0.0059999999999997,,
2025-03-22 03:00:00,-2.085,0.005,0.0,0.005,0.0009999999999998,,
2025-03-22 04:00:00,-2.09,0.1,0.0,0.1,-0.0049999999999998,,
2025-03-22 05:00:00,-2.09,0.005,0.01,-0.005,0.0,,
2025-03-22 06:00:00,-2.088,0.0,0.1,-0.1,0.0019999999999997,,
2025-03-22 07:00:00,-2.09,0.0,0.26,-0.26,-0.0019999999999997,,
2025-03-22 08:00:00,-2.08,0.0,0.43,-0.43,0.0099999999999997,,
2025-03-22 09:00:00,-2.083,0.0,0.57,-0.57,-0.0030000000000001,,
2025-03-22 10:00:00,-2.082,0.0,0.69,-0.69,0.0010000000000003,,
2025-03-22 11:00:00,-2.079,0.0,0.55,-0.55,0.0029999999999996,,
2025-03-22 12:00:00,-2.078,0.0,0.73,-0.73,0.0010000000000003,,
2025-03-22 13:00:00,-2.08,0.0,0.57,-0.57,-0.0020000000000002,,
2025-03-22 14:00:00,-2.07,0.0,0.27,-0.27,0.0100000000000002,,
2025-03-22 15:00:00,-2.072,0.0,0.17,-0.17,-0.0020000000000002,,
2025-03-22 16:00:00,-2.07,0.0,0.07,-0.07,0.0020000000000002,,
2025-03-22 17:00:00,-2.07,0.005,0.01,-0.005,0.0,,
2025-03-22 18:00:00,-2.08,0.0,0.0,0.0,-0.0100000000000002,,
2025-03-22 19:00:00,-2.07,0.0,0.0,0.0,0.0100000000000002,,
2025-03-22 20:00:00,-2.077,0.0,0.0,0.0,-0.0070000000000001,,
2025-03-22 21:00:00,-2.07,0.0,0.0,0.0,0.0070000000000001,,
2025-03-22 22:00:00,-2.07,0.0,0.0,0.0,0.0,,
2025-03-22 23:00:00,-2.073,0.0,0.0,0.0,-0.0030000000000001,,
2025-03-23 00:00:00,-2.07,0.0,0.0,0.0,0.0030000000000001,,
2025-03-23 01:00:00,-2.071,0.0,0.0,0.0,-0.0010000000000003,,
2025-03-23 02:00:00,-2.07,0.0,0.0,0.0,0.0010000000000003,,
2025-03-23 03:00:00,-2.07,0.0,0.0,0.0,0.0,,
2025-03-23 04:00:00,-2.07,0.0,0.0,0.0,0.0,,
2025-03-23 05:00:00,-2.07,0.0,0.0,0.0,0.0,,
2025-03-23 06:00:00,-2.073,0.005,0.05,-0.045,-0.0030000000000001,,
2025-03-23 07:00:00,-2.075,0.0,0.13,-0.13,-0.0020000000000002,,
2025-03-23 08:00:00,-2.08,0.5,0.2,0.3,-0.0049999999999998,,
2025-03-23 09:00:00,-2.08,0.005,0.51,-0.505,0.0,,
2025-03-23 10:00:00,-2.08,0.0,0.55,-0.55,0.0,,
2025-03-23 11:00:00,-2.084,0.0,0.76,-0.76,-0.004,,
2025-03-23 12:00:00,-2.08,0.0,0.66,-0.66,0.004,,
2025-03-23 13:00:00,-2.086,0.0,0.7,-0.7,-0.0059999999999997,,
2025-03-23 14:00:00,-2.09,0.0,0.57,-0.57,-0.004,,
2025-03-23 15:00:00,-2.09,0.0,0.45,-0.45,0.0,,
2025-03-23 16:00:00,-2.09,0.0,0.21,-0.21,0.0,,
2025-03-23 17:00:00,-2.09,0.0,0.05,-0.05,0.0,,
2025-03-23 18:00:00,-2.09,0.0,0.0,0.0,0.0,,
2025-03-23 19:00:00,-2.097,0.0,0.0,0.0,-0.0070000000000001,,
2025-03-23 20:00:00,-2.098,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-23 21:00:00,-2.101,0.0,0.0,0.0,-0.0030000000000001,,
2025-03-23 22:00:00,-2.1,0.0,0.0,0.0,0.0009999999999998,,
2025-03-23 23:00:00,-2.11,0.0,0.0,0.0,-0.0099999999999997,,
2025-03-24 00:00:00,-2.1,0.0,0.0,0.0,0.0099999999999997,,
2025-03-24 01:00:00,-2.106,0.0,0.0,0.0,-0.0059999999999997,,
2025-03-24 02:00:00,-2.103,0.0,0.0,0.0,0.0029999999999996,,
2025-03-24 03:00:00,-2.1,0.0,0.0,0.0,0.0030000000000001,,
2025-03-24 04:00:00,-2.105,0.0,0.0,0.0,-0.0049999999999998,,
2025-03-24 05:00:00,-2.11,0.0,0.0,0.0,-0.0049999999999998,,
2025-03-24 06:00:00,-2.12,0.0,0.02,-0.02,-0.0100000000000002,,
2025-03-24 07:00:00,-2.11,0.0,0.06,-0.06,0.0100000000000002,,
2025-03-24 08:00:00,-2.12,0.0,0.14,-0.14,-0.0100000000000002,,
2025-03-24 09:00:00,-2.113,0.0,0.46,-0.46,0.0070000000000001,,
2025-03-24 10:00:00,-2.119,0.0,0.61,-0.61,-0.0060000000000002,,
2025-03-24 11:00:00,-2.114,0.0,0.64,-0.64,0.0050000000000003,,
2025-03-24 12:00:00,-2.12,0.0,0.63,-0.63,-0.0060000000000002,,
2025-03-24 13:00:00,-2.12,0.0,0.56,-0.56,0.0,,
2025-03-24 14:00:00,-2.126,0.0,0.37,-0.37,-0.0059999999999997,,
2025-03-24 15:00:00,-2.13,0.0,0.14,-0.14,-0.004,,
2025-03-24 16:00:00,-2.13,0.0,0.06,-0.06,0.0,,
2025-03-24 17:00:00,-2.127,0.0,0.01,-0.01,0.0030000000000001,,
2025-03-24 18:00:00,-2.13,0.0,0.0,0.0,-0.0030000000000001,,
2025-03-24 19:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-24 20:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-24 21:00:00,-2.129,0.0,0.0,0.0,0.0009999999999998,,
2025-03-24 22:00:00,-2.13,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-24 23:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-25 00:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-25 01:00:00,-2.126,0.0,0.0,0.0,0.004,,
2025-03-25 02:00:00,-2.12,0.0,0.0,0.0,0.0059999999999997,,
2025-03-25 03:00:00,-2.124,0.0,0.0,0.0,-0.004,,
2025-03-25 04:00:00,-2.122,0.0,0.0,0.0,0.0020000000000002,,
2025-03-25 05:00:00,-2.121,0.0,0.01,-0.01,0.0009999999999998,,
2025-03-25 06:00:00,-2.12,0.0,0.12,-0.12,0.0009999999999998,,
2025-03-25 07:00:00,-2.12,0.0,0.21,-0.21,0.0,,
2025-03-25 08:00:00,-2.12,0.0,0.22,-0.22,0.0,,
2025-03-25 09:00:00,-2.12,0.0,0.44,-0.44,0.0,,
2025-03-25 10:00:00,-2.12,0.0,0.76,-0.76,0.0,,
2025-03-25 11:00:00,-2.118,0.0,0.73,-0.73,0.0020000000000002,,
2025-03-25 12:00:00,-2.12,0.0,0.67,-0.67,-0.0020000000000002,,
2025-03-25 13:00:00,-2.12,0.0,0.23,-0.23,0.0,,
2025-03-25 14:00:00,-2.12,0.0,0.18,-0.18,0.0,,
2025-03-25 15:00:00,-2.12,0.0,0.13,-0.13,0.0,,
2025-03-25 16:00:00,-2.123,0.0,0.06,-0.06,-0.0030000000000001,,
2025-03-25 17:00:00,-2.12,0.0,0.01,-0.01,0.0030000000000001,,
2025-03-25 18:00:00,-2.13,0.0,0.0,0.0,-0.0099999999999997,,
2025-03-25 19:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-25 20:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-25 21:00:00,-2.14,0.0,0.0,0.0,-0.0100000000000002,,
2025-03-25 22:00:00,-2.13,0.0,0.0,0.0,0.0100000000000002,,
2025-03-25 23:00:00,-2.139,0.0,0.0,0.0,-0.0089999999999998,,
2025-03-26 00:00:00,-2.14,0.0,0.0,0.0,-0.0010000000000003,,
2025-03-26 01:00:00,-2.14,0.0,0.0,0.0,0.0,,
2025-03-26 02:00:00,-2.14,0.0,0.0,0.0,0.0,,
2025-03-26 03:00:00,-2.14,0.0,0.0,0.0,0.0,,
2025-03-26 04:00:00,-2.136,0.0,0.0,0.0,0.004,,
2025-03-26 05:00:00,-2.139,0.0,0.01,-0.01,-0.0029999999999996,,
2025-03-26 06:00:00,-2.141,0.0,0.08,-0.08,-0.0020000000000002,,
2025-03-26 07:00:00,-2.14,0.0,0.26,-0.26,0.0009999999999998,,
2025-03-26 08:00:00,-2.14,0.0,0.23,-0.23,0.0,,
2025-03-26 09:00:00,-2.14,0.0,0.53,-0.53,0.0,,
2025-03-26 10:00:00,-2.14,0.0,0.52,-0.52,0.0,,
2025-03-26 11:00:00,-2.14,0.0,0.42,-0.42,0.0,,
2025-03-26 12:00:00,-2.14,0.0,0.76,-0.76,0.0,,
2025-03-26 13:00:00,-2.14,0.0,0.54,-0.54,0.0,,
2025-03-26 14:00:00,-2.14,0.0,0.36,-0.36,0.0,,
2025-03-26 15:00:00,-2.134,0.0,0.4,-0.4,0.0060000000000002,,
2025-03-26 16:00:00,-2.13,0.0,0.22,-0.22,0.004,,
2025-03-26 17:00:00,-2.13,0.0,0.08,-0.08,0.0,,
2025-03-26 18:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-26 19:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-26 20:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-26 21:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-26 22:00:00,-2.131,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-26 23:00:00,-2.13,0.0,0.0,0.0,0.0009999999999998,,
2025-03-27 00:00:00,-2.129,0.0,0.0,0.0,0.0009999999999998,,
2025-03-27 01:00:00,-2.13,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-27 02:00:00,-2.13,0.0,0.0,0.0,0.0,,
2025-03-27 03:00:00,-2.12,0.0,0.0,0.0,0.0099999999999997,,
2025-03-27 04:00:00,-2.12,0.0,0.0,0.0,0.0,,
2025-03-27 05:00:00,-2.118,0.0,0.02,-0.02,0.0020000000000002,,
2025-03-27 06:00:00,-2.12,0.0,0.15,-0.15,-0.0020000000000002,,
2025-03-27 07:00:00,-2.12,0.0,0.29,-0.29,0.0,,
2025-03-27 08:00:00,-2.116,0.0,0.45,-0.45,0.004,,
2025-03-27 09:00:00,-2.12,0.0,0.56,-0.56,-0.004,,
2025-03-27 10:00:00,-2.12,0.0,0.67,-0.67,0.0,,
2025-03-27 11:00:00,-2.12,0.0,0.73,-0.73,0.0,,
2025-03-27 12:00:00,-2.12,0.0,0.73,-0.73,0.0,,
2025-03-27 13:00:00,-2.11,0.0,0.66,-0.66,0.0100000000000002,,
2025-03-27 14:00:00,-2.11,0.0,0.55,-0.55,0.0,,
2025-03-27 15:00:00,-2.11,0.0,0.4,-0.4,0.0,,
2025-03-27 16:00:00,-2.11,0.0,0.22,-0.22,0.0,,
2025-03-27 17:00:00,-2.11,0.0,0.06,-0.06,0.0,,
2025-03-27 18:00:00,-2.108,0.0,0.0,0.0,0.0019999999999997,,
2025-03-27 19:00:00,-2.109,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-27 20:00:00,-2.11,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-27 21:00:00,-2.11,0.0,0.0,0.0,0.0,,
2025-03-27 22:00:00,-2.11,0.0,0.0,0.0,0.0,,
2025-03-27 23:00:00,-2.101,0.0,0.0,0.0,0.0089999999999998,,
2025-03-28 00:00:00,-2.1,0.0,0.0,0.0,0.0009999999999998,,
2025-03-28 01:00:00,-2.1,0.0,0.0,0.0,0.0,,
2025-03-28 02:00:00,-2.09,0.0,0.0,0.0,0.0100000000000002,,
2025-03-28 03:00:00,-2.09,0.0,0.0,0.0,0.0,,
2025-03-28 04:00:00,-2.09,0.0,0.0,0.0,0.0,,
2025-03-28 05:00:00,-2.088,0.0,0.01,-0.01,0.0019999999999997,,
2025-03-28 06:00:00,-2.087,0.0,0.08,-0.08,0.0009999999999998,,
2025-03-28 07:00:00,-2.091,0.0,0.26,-0.26,-0.004,,
2025-03-28 08:00:00,-2.09,0.0,0.34,-0.34,0.0010000000000003,,
2025-03-28 09:00:00,-2.09,0.0,0.61,-0.61,0.0,,
2025-03-28 10:00:00,-2.09,0.0,0.45,-0.45,0.0,,
2025-03-28 11:00:00,-2.09,0.0,0.63,-0.63,0.0,,
2025-03-28 12:00:00,-2.09,0.0,0.49,-0.49,0.0,,
2025-03-28 13:00:00,-2.09,0.0,0.45,-0.45,0.0,,
2025-03-28 14:00:00,-2.087,0.0,0.24,-0.24,0.0029999999999996,,
2025-03-28 15:00:00,-2.09,0.0,0.12,-0.12,-0.0029999999999996,,
2025-03-28 16:00:00,-2.09,0.2,0.08,0.12,0.0,,
2025-03-28 17:00:00,-2.09,0.005,0.02,-0.015,0.0,,
2025-03-28 18:00:00,-2.094,0.0,0.01,-0.01,-0.004,,
2025-03-28 19:00:00,-2.1,0.0,0.0,0.0,-0.0060000000000002,,
2025-03-28 20:00:00,-2.101,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-28 21:00:00,-2.104,0.0,0.0,0.0,-0.0030000000000001,,
2025-03-28 22:00:00,-2.105,0.0,0.0,0.0,-0.0009999999999998,,
2025-03-28 23:00:00,-2.107,0.0,0.0,0.0,-0.0020000000000002,,
2025-03-29 00:00:00,-2.11,0.0,0.0,0.0,-0.0029999999999996,,
2025-03-29 01:00:00,-2.11,0.0,0.0,0.0,0.0,,
2025-03-29 02:00:00,-2.11,0.0,0.0,0.0,0.0,,
2025-03-29 03:00:00,-2.11,0.0,0.0,0.0,0.0,,
2025-03-29 04:00:00,-2.11,0.0,0.0,0.0,0.0,,
2025-03-29 05:00:00,-2.12,0.0,0.02,-0.02,-0.0100000000000002,,
2025-03-29 06:00:00,-2.12,0.0,0.14,-0.14,0.0,,
